TransactionAmount,CustomerAge,TransactionDuration,AccountBalance,CustomerOccupation_Doctor,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,Cluster
0.17986293873934908,0.6451612903225806,0.24137931034482757,0.42688855219624733,0.0,1.0,0.0,0.0,1
0.48064726268337804,0.7258064516129032,0.2655172413793103,0.3101882536093257,0.0,0.0,1.0,0.0,3
0.13531542330041432,0.5,0.5517241379310345,0.475615625466332,1.0,0.0,0.0,0.0,1
0.08049091904005003,0.25806451612903225,0.506896551724138,0.0956170505097219,1.0,0.0,0.0,0.0,1
0.6982984600151132,0.5806451612903226,0.06896551724137931,0.5749263615550182,0.0,1.0,0.0,0.0,1
0.012663835109570837,0.7419354838709677,0.20344827586206898,0.6566411727300472,1.0,0.0,0.0,0.0,1
0.2959116137269719,0.4838709677419355,0.3620689655172414,0.7028125785622389,1.0,0.0,0.0,0.0,1
0.004872710217057092,0.6451612903225806,0.5827586206896552,0.8592379782129688,1.0,0.0,0.0,0.0,1
0.20465382911639785,0.09677419354838712,0.3103448275862069,0.046408016810134484,0.0,0.0,0.0,1.0,2
0.37348932954634284,0.6774193548387097,0.08275862068965517,0.266373546892666,0.0,0.0,1.0,0.0,3
0.11652291737238449,0.5645161290322581,0.15517241379310343,0.1901397752464586,0.0,1.0,0.0,0.0,1
0.12007191807593089,0.04838709677419356,0.43103448275862066,0.03473879357977622,0.0,0.0,0.0,1.0,2
0.23027334080308517,0.016129032258064557,0.8620689655172414,0.0856740119139005,0.0,0.0,0.0,1.0,2
0.3355707845845167,0.1774193548387097,0.21379310344827585,0.0700603761307921,0.0,1.0,0.0,0.0,1
0.2649607838027985,0.532258064516129,0.40344827586206894,0.5113458997065218,0.0,1.0,0.0,0.0,1
0.4473356437449514,0.14516129032258068,0.603448275862069,0.1190926237872007,0.0,0.0,0.0,1.0,2
0.01308075149177893,0.6290322580645161,0.23448275862068962,0.0067077867866212615,0.0,1.0,0.0,0.0,1
0.0767959976027308,0.8548387096774193,0.4241379310344827,0.13541609250413736,0.0,0.0,1.0,0.0,3
0.059806655027750996,0.30645161290322587,0.5689655172413793,0.5069934676548761,1.0,0.0,0.0,0.0,1
0.19965604398467832,0.19354838709677424,0.04827586206896552,0.5915731537957913,0.0,1.0,0.0,0.0,1
0.05121817755426428,0.03225806451612906,0.5413793103448277,0.6239391156933577,0.0,0.0,0.0,1.0,2
0.043244651744534485,0.5967741935483871,0.5310344827586208,0.07260058319228542,1.0,0.0,0.0,0.0,1
0.10209239909320686,0.14516129032258068,0.4689655172413793,0.6263206858491849,0.0,1.0,0.0,0.0,1
0.06758214555593192,0.22580645161290325,0.7758620689655172,0.5279160622555749,0.0,1.0,0.0,0.0,1
0.15980404930036218,0.4516129032258065,0.1413793103448276,0.6262682550074815,0.0,1.0,0.0,0.0,1
0.05978580920864059,0.6612903225806451,0.24137931034482757,0.4062334893262906,0.0,0.0,1.0,0.0,3
0.3941579591943091,0.14516129032258068,0.02413793103448276,0.021469757487191415,0.0,0.0,0.0,1.0,2
0.2623967480522188,0.06451612903225812,0.08620689655172413,0.023296098473187005,0.0,0.0,0.0,1.0,2
0.07440393985981186,0.7258064516129032,0.4724137931034483,0.5296993830637627,0.0,0.0,1.0,0.0,3
0.5445761784402116,0.5645161290322581,0.21724137931034482,0.11619817244907152,0.0,0.0,1.0,0.0,3
0.12782656278500143,0.11290322580645162,0.5862068965517242,0.05940884898169896,0.0,0.0,0.0,1.0,2
0.13242827735362328,0.532258064516129,0.5655172413793104,0.5880327276002674,0.0,1.0,0.0,0.0,1
0.1112645595017849,0.967741935483871,0.9379310344827586,0.23039120129813387,0.0,0.0,1.0,0.0,3
0.17072725851421425,0.3548387096774194,0.32413793103448274,0.025469961833036004,0.0,1.0,0.0,0.0,1
0.0011673658701826615,0.467741935483871,0.33448275862068966,0.8095873155005735,1.0,0.0,0.0,0.0,1
0.1562498371420382,0.8064516129032258,0.1275862068965517,0.903793438616256,1.0,0.0,0.0,0.0,1
0.02955937149855382,0.4032258064516129,0.38620689655172413,0.3755607747396271,0.0,1.0,0.0,0.0,1
0.21230945618469393,0.12903225806451613,0.17931034482758618,0.5542470998350445,0.0,1.0,0.0,0.0,1
0.06022878286473669,0.33870967741935487,0.5413793103448277,0.428843281525388,0.0,1.0,0.0,0.0,1
0.027782265419391824,0.8225806451612903,0.38275862068965516,0.10419487065042476,0.0,0.0,1.0,0.0,3
0.032873856737108166,0.4516129032258065,0.5344827586206897,0.7443626762314863,1.0,0.0,0.0,0.0,1
0.16552101519139067,0.14516129032258068,0.2793103448275862,0.0029744419812405137,0.0,0.0,0.0,1.0,2
0.17270239987492508,0.3709677419354839,0.17586206896551726,0.27367017236303115,0.0,1.0,0.0,0.0,1
0.002491075383693358,0.6129032258064516,0.10689655172413794,0.3668216289321451,0.0,0.0,1.0,0.0,3
0.1116710529744378,0.8387096774193548,0.8172413793103449,0.7427890787901115,1.0,0.0,0.0,0.0,1
0.31193162571331784,0.6290322580645161,0.5103448275862069,0.08834395169909538,1.0,0.0,0.0,0.0,1
0.43829376970581335,0.12903225806451613,0.24137931034482757,0.0673796813011453,0.0,0.0,0.0,1.0,2
0.019746202152330822,0.12903225806451613,0.3379310344827586,0.013607147802542761,0.0,0.0,0.0,1.0,2
0.540115173150585,0.6451612903225806,0.46206896551724136,0.3656930214549693,1.0,0.0,0.0,0.0,1
0.06486176616202412,0.24193548387096775,0.3275862068965517,0.4173326952006959,0.0,1.0,0.0,0.0,1
0.15748495192432968,0.967741935483871,0.10344827586206896,0.3382703468636274,0.0,0.0,1.0,0.0,3
0.10828360736899705,0.467741935483871,0.906896551724138,0.6213545440735,0.0,1.0,0.0,0.0,1
0.002871511582458243,0.08064516129032262,0.8413793103448276,0.06834292996987244,0.0,0.0,0.0,1.0,2
0.1985929072100477,0.6129032258064516,0.22413793103448276,0.7887547943971597,1.0,0.0,0.0,0.0,1
0.008286213096385856,0.5161290322580645,0.393103448275862,0.9612267203701887,1.0,0.0,0.0,0.0,1
0.2531828960054199,0.0,0.2,0.11073931519943216,0.0,0.0,0.0,1.0,2
0.17517262943950804,0.04838709677419356,0.027586206896551724,0.06044402201019848,0.0,0.0,0.0,1.0,2
0.5196706360580555,0.8225806451612903,0.37241379310344824,0.4509590138699742,1.0,0.0,0.0,0.0,1
0.12210959689397294,0.08064516129032262,0.3793103448275862,0.01093855239790438,0.0,0.0,0.0,1.0,2
0.0029913750423430697,0.19354838709677424,0.8137931034482759,0.35905110931561623,1.0,0.0,0.0,0.0,1
0.5470255621856842,1.0,0.03793103448275863,0.13017636928520632,0.0,0.0,1.0,0.0,3
0.11823748599421527,0.0,0.9793103448275863,0.016178947807113656,0.0,0.0,0.0,1.0,2
0.12167704614743205,0.7741935483870968,0.02413793103448276,0.06488921632024221,0.0,0.0,1.0,0.0,3
0.05876436407223076,0.8225806451612903,0.5379310344827587,0.40174863578983033,0.0,0.0,1.0,0.0,3
0.02375902233108372,0.03225806451612906,0.2827586206896551,0.1047205234480135,0.0,0.0,0.0,1.0,2
0.5071422987727023,0.9516129032258065,0.9862068965517242,0.1304701164368,0.0,0.0,1.0,0.0,3
0.26822836594835453,0.3709677419354839,0.4551724137931034,0.02155579784280696,1.0,0.0,0.0,0.0,1
0.21640044818511087,0.7741935483870968,0.45172413793103444,0.6730244663817477,1.0,0.0,0.0,0.0,1
0.13836412434531098,0.5806451612903226,0.2827586206896551,0.2920612983758539,0.0,0.0,1.0,0.0,3
0.036031998332334475,1.0,0.35517241379310344,0.4269429996087853,0.0,0.0,1.0,0.0,3
0.17336946608645804,0.27419354838709675,0.9758620689655172,0.1806141668134282,0.0,1.0,0.0,0.0,1
0.13947937566771765,0.03225806451612906,0.5172413793103449,0.033267369060694746,0.0,0.0,0.0,1.0,2
0.25836829350913304,0.6935483870967742,0.8793103448275862,0.8606327730403301,1.0,0.0,0.0,0.0,1
0.1959506996378039,0.30645161290322587,0.810344827586207,0.6023597911908121,0.0,1.0,0.0,0.0,1
0.04312999973942726,0.29032258064516125,0.5551724137931034,0.5988079377605579,0.0,1.0,0.0,0.0,1
0.04846652943169086,0.03225806451612906,0.21379310344827585,0.07064383729231002,0.0,0.0,0.0,1.0,2
0.41853714464392733,0.8064516129032258,0.4103448275862069,0.8111400750433229,1.0,0.0,0.0,0.0,1
0.018500664460484144,0.08064516129032262,0.38620689655172413,0.034322707797541666,0.0,0.0,0.0,1.0,2
0.0147327826562785,0.7096774193548387,0.30689655172413793,0.5760186707571687,1.0,0.0,0.0,0.0,1
0.07257993068765145,0.5645161290322581,0.5758620689655173,0.672029624769943,1.0,0.0,0.0,0.0,1
0.16015321677046146,0.24193548387096775,0.9482758620689655,0.3499751961787327,1.0,0.0,0.0,0.0,1
0.03147197540193345,0.6129032258064516,0.14827586206896554,0.06359121689294833,0.0,0.0,1.0,0.0,3
0.038877452640904704,0.8387096774193548,0.396551724137931,0.45844923014047434,1.0,0.0,0.0,0.0,1
0.06134403418714334,0.532258064516129,0.4379310344827586,0.09237306022690457,0.0,0.0,1.0,0.0,3
0.12072334992313102,0.25806451612903225,0.5344827586206897,0.0007736910102616569,0.0,1.0,0.0,0.0,1
0.06563827292388669,0.9193548387096775,0.8896551724137931,0.374303106729028,0.0,0.0,1.0,0.0,3
0.26371003465617426,0.5645161290322581,0.5241379310344828,0.08124763893164767,0.0,0.0,1.0,0.0,3
0.15847512833207392,0.20967741935483875,0.0896551724137931,0.26590839122011944,0.0,1.0,0.0,0.0,1
0.14674935508247128,0.06451612903225812,0.34137931034482755,0.09980210718208427,0.0,0.0,0.0,1.0,2
0.40525314641582194,0.20967741935483875,0.02413793103448276,0.4520009088012562,0.0,1.0,0.0,0.0,1
0.06197462021523308,0.6129032258064516,0.296551724137931,0.36400784042740547,0.0,0.0,1.0,0.0,3
0.09220626938009745,0.935483870967742,0.11379310344827585,0.3523655048081771,0.0,0.0,1.0,0.0,3
0.13582093441384163,0.06451612903225812,0.0896551724137931,0.053896216509799866,0.0,0.0,0.0,1.0,2
0.08818302629178934,0.09677419354838712,0.031034482758620682,0.11460239272851447,0.0,0.0,0.0,1.0,2
0.03802798551215572,0.12903225806451613,0.013793103448275862,0.04614519041134012,0.0,0.0,0.0,1.0,2
0.7099512728978293,0.1774193548387097,0.3310344827586207,0.1565148009577367,0.0,1.0,0.0,0.0,1
0.4129087734841181,0.016129032258064557,0.5310344827586208,0.04497759589802605,0.0,0.0,0.0,1.0,2
0.12340724913359563,0.8548387096774193,0.12413793103448274,0.0726987229729094,0.0,0.0,1.0,0.0,3
0.01767204315084556,0.5806451612903226,0.15172413793103445,0.04203205809875013,0.0,1.0,0.0,0.0,1
0.38564244208770876,0.3709677419354839,0.3896551724137931,0.9654702575967585,1.0,0.0,0.0,0.0,1
0.23622482215910573,0.6451612903225806,0.2482758620689655,0.8029346483167684,1.0,0.0,0.0,0.0,1
0.15645308387836465,0.8870967741935485,0.3103448275862069,0.5232591280078835,0.0,0.0,1.0,0.0,3
0.05767517002371212,0.016129032258064557,0.6586206896551724,0.1244291424061992,0.0,0.0,0.0,1.0,2
0.1049743335852203,0.6612903225806451,0.996551724137931,0.4858100632262176,1.0,0.0,0.0,0.0,1
0.20791098835239857,0.6612903225806451,0.34137931034482755,0.20899336817071484,0.0,1.0,0.0,0.0,1
0.5428355525444929,0.967741935483871,0.16206896551724137,0.3781036705622334,0.0,0.0,1.0,0.0,3
0.32837376553664954,0.7096774193548387,0.14482758620689656,0.08485730072583109,0.0,0.0,1.0,0.0,3
0.005565833702478046,0.6774193548387097,0.810344827586207,0.07667943380068484,0.0,1.0,0.0,0.0,1
0.11237981082419156,0.32258064516129037,0.7758620689655172,0.522428300823971,1.0,0.0,0.0,0.0,1
0.7412200015634364,0.9838709677419355,0.5344827586206897,0.3746163473986908,0.0,0.0,1.0,0.0,3
0.11783620397633998,0.5,0.45172413793103444,0.6546319959883685,1.0,0.0,0.0,0.0,1
0.2317169137764807,0.4032258064516129,0.3137931034482758,0.6874476531820817,1.0,0.0,0.0,0.0,1
0.14608228887093833,0.11290322580645162,0.04827586206896552,0.012905381152053474,0.0,0.0,0.0,1.0,2
0.2544649138807098,0.5483870967741935,0.4206896551724138,0.49643806371557214,0.0,1.0,0.0,0.0,1
0.0015842822523907548,0.5161290322580645,0.41724137931034483,0.7585075762566262,1.0,0.0,0.0,0.0,1
0.10377569898637203,0.8225806451612903,0.5344827586206897,0.481526194582953,0.0,0.0,1.0,0.0,3
0.010475024102978346,0.7096774193548387,0.22413793103448276,0.17888529341777837,0.0,0.0,1.0,0.0,3
0.05908747426844203,0.7096774193548387,0.07586206896551724,0.44188310073309073,0.0,0.0,1.0,0.0,3
0.25684654871407353,0.5645161290322581,0.7793103448275862,0.4928324350630582,0.0,0.0,1.0,0.0,3
0.16006983349401988,0.016129032258064557,0.013793103448275862,0.06424458584340387,0.0,0.0,0.0,1.0,2
0.005690908617140475,0.4032258064516129,0.5206896551724138,0.39361042809110064,1.0,0.0,0.0,0.0,1
0.16341037600646222,0.6612903225806451,0.48620689655172417,0.48131109369391417,0.0,1.0,0.0,0.0,1
0.02644292154154832,0.7419354838709677,0.33448275862068966,0.3254684830144239,0.0,0.0,1.0,0.0,3
0.07333559163040361,0.6774193548387097,0.3103448275862069,0.5395153776969955,0.0,1.0,0.0,0.0,1
0.1499752455898064,0.8064516129032258,0.18275862068965515,0.11069427845078963,0.0,0.0,1.0,0.0,3
0.4170675143966438,0.20967741935483875,0.3379310344827586,0.6425446704049409,0.0,1.0,0.0,0.0,1
0.25290147744742947,0.4516129032258065,0.4586206896551724,0.4214807814077547,0.0,1.0,0.0,0.0,1
0.2714594679104672,0.5806451612903226,0.703448275862069,0.6279077270961246,1.0,0.0,0.0,0.0,1
0.16756390546421035,0.7258064516129032,0.17586206896551726,0.39376570404537553,0.0,0.0,1.0,0.0,3
0.15877739270917476,0.7580645161290323,0.5103448275862069,0.9027495271141394,1.0,0.0,0.0,0.0,1
0.2250410402063736,0.3548387096774194,0.46551724137931033,0.7662545692134165,1.0,0.0,0.0,0.0,1
0.36164369283685543,0.6935483870967742,0.21379310344827585,0.08658617412148092,0.0,0.0,1.0,0.0,3
0.06076556270682961,0.5967741935483871,0.5551724137931034,0.4440025166804018,0.0,1.0,0.0,0.0,1
0.20144878442817313,0.6290322580645161,0.4793103448275862,0.47551009159264734,1.0,0.0,0.0,0.0,1
0.03888787555045991,0.11290322580645162,0.6620689655172414,0.02147110186774791,0.0,0.0,0.0,1.0,2
0.1018839409021028,0.9193548387096775,0.30689655172413793,0.4854746402773726,0.0,0.0,1.0,0.0,3
0.07006279803007008,0.5161290322580645,0.3310344827586207,0.5575549481942954,1.0,0.0,0.0,0.0,1
0.4638090522969487,0.24193548387096775,0.5206896551724138,0.3387623901473038,0.0,1.0,0.0,0.0,1
0.18813872892617972,0.7258064516129032,0.5862068965517242,0.5272875643454145,1.0,0.0,0.0,0.0,1
0.06842640122990332,0.4193548387096775,0.11034482758620691,0.38800772212191653,1.0,0.0,0.0,0.0,1
0.25288584308309664,0.935483870967742,0.09310344827586207,0.19985561352823267,0.0,0.0,1.0,0.0,3
0.2853844750762175,0.7419354838709677,0.41724137931034483,0.40697827615458765,0.0,0.0,1.0,0.0,3
0.23818432915548376,0.16129032258064518,0.017241379310344827,0.552341440396216,0.0,1.0,0.0,0.0,1
0.2636891888370639,0.6451612903225806,0.18620689655172412,0.008660499544927182,0.0,1.0,0.0,0.0,1
0.25344868019907757,0.6290322580645161,0.3758620689655172,0.1621531330116679,0.0,0.0,1.0,0.0,3
0.08516559397555827,0.3709677419354839,0.9724137931034483,0.6714374251348079,1.0,0.0,0.0,0.0,1
0.3029887693149543,0.06451612903225812,0.5724137931034483,0.025471978403870745,0.0,0.0,0.0,1.0,2
0.02696927847408604,0.4838709677419355,0.2586206896551724,0.06853853734084217,1.0,0.0,0.0,0.0,1
0.32831122807931834,0.04838709677419356,0.17931034482758618,0.01811956114041114,0.0,0.0,0.0,1.0,2
0.2728092346978659,0.4032258064516129,0.5137931034482759,0.9005534814751082,1.0,0.0,0.0,0.0,1
0.36758475128332074,0.3548387096774194,0.393103448275862,0.9883516146682676,1.0,0.0,0.0,0.0,1
0.11321364358860775,0.4516129032258065,0.08620689655172413,0.1987095291038225,0.0,1.0,0.0,0.0,1
0.04753889048127785,0.532258064516129,0.45172413793103444,0.9976332180302944,1.0,0.0,0.0,0.0,1
0.0026005159340229825,0.33870967741935487,0.13448275862068965,0.9438942940456042,1.0,0.0,0.0,0.0,1
0.028021992339161476,0.6129032258064516,0.5206896551724138,0.4460016105679067,0.0,0.0,1.0,0.0,3
0.3838080100059932,0.4838709677419355,0.0,0.21589541794774933,0.0,1.0,0.0,0.0,1
0.19212028037626705,0.5806451612903226,0.013793103448275862,0.048966373009140446,1.0,0.0,0.0,0.0,1
0.01709357167053183,0.5645161290322581,0.5517241379310345,0.09676985683691454,0.0,0.0,1.0,0.0,3
0.03452067644683013,0.22580645161290325,0.46206896551724136,0.45164330357322907,0.0,1.0,0.0,0.0,1
0.09214894337754384,0.27419354838709675,0.2586206896551724,0.8989798840337333,1.0,0.0,0.0,0.0,1
0.30657946165672145,0.22580645161290325,0.41379310344827586,0.041218707862071935,0.0,1.0,0.0,0.0,1
0.09028324256716261,0.04838709677419356,0.9379310344827586,0.08104329308706076,0.0,0.0,0.0,1.0,2
0.04068582744873231,0.6129032258064516,0.6172413793103448,0.48089030257973187,0.0,1.0,0.0,0.0,1
0.021054277301508714,0.6612903225806451,0.503448275862069,0.07075407649794244,0.0,0.0,1.0,0.0,3
0.050530265523620915,0.9516129032258065,0.15517241379310343,0.4400480212734779,0.0,0.0,1.0,0.0,3
0.017619928603069546,0.06451612903225812,0.24482758620689654,0.5786563454090078,0.0,0.0,0.0,1.0,2
0.25629934596242543,0.08064516129032262,0.2206896551724138,0.050861277403517174,0.0,0.0,0.0,1.0,2
0.43867420590457823,0.5645161290322581,0.603448275862069,0.02743880715801984,1.0,0.0,0.0,0.0,1
0.03819475206503895,0.532258064516129,0.5103448275862069,0.18221801281732425,0.0,1.0,0.0,0.0,1
0.3962112723766839,0.6290322580645161,0.37241379310344824,0.4086016156765528,0.0,1.0,0.0,0.0,1
0.14217890924251506,0.12903225806451613,0.4275862068965517,0.4374647940341769,0.0,1.0,0.0,0.0,1
0.19356906480444017,0.7903225806451613,0.4586206896551724,0.2274066764627197,0.0,0.0,1.0,0.0,3
0.11397451598613752,0.0,0.010344827586206896,0.043891336408379805,0.0,0.0,0.0,1.0,2
0.1183677723636553,0.0,0.1896551724137931,0.04368161304156691,0.0,0.0,0.0,1.0,2
0.12389191442791254,0.33870967741935487,0.26206896551724135,0.5652340499329828,1.0,0.0,0.0,0.0,1
0.09711024832582014,0.6451612903225806,0.010344827586206896,0.09460876509235223,1.0,0.0,0.0,0.0,1
0.17765328191364618,0.0,0.47586206896551725,0.027567867691443152,0.0,0.0,0.0,1.0,2
